I_D,FLAG_TSUNAMI,YEAR,MONTH,DAY,HOUR,MINUTE,SECOND,FOCAL_DEPTH,EQ_PRIMARY,EQ_MAG_MW,EQ_MAG_MS,EQ_MAG_MB,EQ_MAG_ML,EQ_MAG_MFA,EQ_MAG_UNK,INTENSITY,COUNTRY,STATE,LOCATION_NAME,LATITUDE,LONGITUDE
2917,,1910,12,16,14,45,,,7.5,,7.5,,,,,,INDONESIA,,INDONESIA:  TALAUD ISLANDS,4.5,126
6576,Tsu,1910,12,18,2,42,,,6.7,,6.7,,,,,8,INDONESIA,,INDONESIA:  SULAWESI-N. MOLUCCAS ISLANDS,4,127
6541,Tsu,1910,12,30,,,,60,6.2,,6.2,,,,,7,PHILIPPINES,,PHILIPPINES:  SULU SEA,9,125.5
2919,,1911,1,3,23,25,45,25,7.7,7.7,8.4,,,,,10,KAZAKHSTAN,,"KAZAKHSTAN:  ALMA-ATA, TURKESTAN",43.5,77.5
7994,,1911,1,26,,,,,5.5,,5.5,,,,,7,CHINA,,CHINA:  HEBEI PROVINCE,39.8,114.5
7868,,1911,2,18,18,41,14,26,7.4,,7.4,,,,,,TAJIKISTAN,,"TAJIKISTAN:  USOY, BARCHIDIV, POSOR, NISUR",38.2,72.8
2925,,1911,2,18,21,36,,,6.7,,6.7,,,,,10,GREECE,,GREECE-ALBANIA,41.1,20.7
2927,,1911,4,18,18,14,36,50,6.7,,6.7,,,,,,IRAN,,IRAN:  RAVAR,31.23,57.03
2928,,1911,5,4,23,36,48,240,7.6,,7.6,,,,,7,RUSSIA,,RUSSIA:  NEAR KAMCHATKA,51.8,156
8111,,1911,5,14,,,,,5.5,,5.5,,,,,7,CHINA,,CHINA:  GUANGDONG PROVINCE,23,115.3
2932,,1911,6,7,11,2,42,11,7.9,,7.9,,,,,,MEXICO,,MEXICO:  MICHOACAN,17.5,-102.5
2935,Tsu,1911,6,15,14,26,,160,8,,8,,,,,,JAPAN,,JAPAN:  RYUKYU ISLANDS,28,130
2936,,1911,7,4,13,33,26,190,7.6,,7.6,,,,,,AFGHANISTAN,,AFGHANISTAN:  HINDU KUSH,36,70.5
2940,Tsu,1911,7,12,4,7,36,50,7.8,,7.8,,,,,10,PHILIPPINES,,"PHILIPPINES:  MINDANAO:  TALACOGON,DAVAO,BUTUAN",9,126
2941,,1911,7,24,,,    ,,5,,,,,,5,7,FRANCE,,"FRANCE:  NAY,BENEJACQ,ARAMITS,ARROS,GAN,BOSDARROS",43.2,0.2
2943,,1911,8,16,22,41,18,17,7.7,7.7,7.7,,,,,,"MICRONESIA, FED. STATES OF",,"MICRONESIA, FED. STATES OF:  CAROLINE ISLANDS",7,137
6256,Tsu,1911,9,15,13,10,,,7.3,,7.3,,,,,,CHILE,,CHILE:  NORTHERN,-20,-72
10027,,1911,9,22,5,1,24,60,6.9,,6.9,,,,,8,USA,AK,ALASKA:  PRINCE WILLIAM SOUND,60.5,-149
2946,,1911,12,16,19,14,,50,7.6,,7.6,,,,,4,MEXICO,,MEXICO:  NEAR COAST OF GUERRERO,17,-100.7
2948,,1912,1,24,16,23,    ,60,7,,,,,,7,10,GREECE,,GREECE:  ASPROGERAKAS (KEPHALLENIA),38,20.5
2949,,1912,5,6,18,59,    ,60,7.5,,,,,,7.5,11,ICELAND,,ICELAND,64,-20
2953,,1912,5,23,2,24,6,25,8,,8,,,,,9,MYANMAR (BURMA),,"MYANMAR (BURMA):  MANDALAY, MOGOK, MAYMYO",21,97
6257,Tsu,1912,6,8,4,42,,100,6.6,,6.6,,,,,,JAPAN,,"SANRIKU, JAPAN",40.5,142
2954,,1912,7,24,11,50,    ,30,7,,7,,,,,10,PERU,,"PERU:  HUANCABAMBA,CAJAMARCA; ECUADOR:  GUAYAQUIL",-5.62,-80.413
2955,Tsu,1912,8,9,1,29,,60,7.8,,,,,,7.8,,TURKEY,,TURKEY:  MARMARA SEA,40.5,27.2
2963,,1912,9,29,20,51,,50,7.5,7.5,7.5,,,,,,"MICRONESIA, FED. STATES OF",,"MICRONESIA, FED. STATES OF:  CAROLINE ISLANDS",7,138
6258,Tsu,1912,10,31,17,24,,33,6.9,,6.9,,,,,3,"MICRONESIA, FED. STATES OF",,"MICRONESIA, FED. STATES OF:  CAROLINE ISLANDS",7,138
2964,,1912,11,7,7,40,    ,90,7.5,,,,,,7.5,5,USA,AK,ALASKA:  ALASKA PENINSULA,57.5,-155
2966,,1912,11,19,13,18,    ,,7.8,,,,,,7.8,,MEXICO,,"MEXICO:  CENTRAL, ACAMBAY, TIXMADEJE",19.9,-99.8
2967,,1912,12,7,22,46,50,620,7.5,,7.5,,,,,,ARGENTINA,,ARGENTINA:   SANTIAGO DEL ESTERO PROVINCE,-29,-62.5
2969,,1913,1,19,23,48,    ,120,7.5,,,,,,7.5,,RUSSIA,,RUSSIA:  KURIL ISLANDS,46,152
6259,Tsu,1913,2,22,2,36,,33,6.8,,6.8,,,,,8,NEW ZEALAND,,TASMAN SEA,-41.8,171.5
2970,,1913,2,24,2,30,    ,50,7.7,,,,,,7.7,7,ECUADOR,,"ECUADOR:  GONZANAMA, SAN PEDRO, MOLLETURE",-3.4,-79.6
2973,Tsu,1913,3,14,8,45,4.3,15,7.8,7.8,7.9,7.7,,,,9,INDONESIA,,INDONESIA:  SANGIHE ISLAND,5.354,126.121
2974,,1913,3,24,10,34,,,5.8,,5.8,,,,,,IRAN,,IRAN:  TEYHAN,26.8,53.7
2975,,1913,4,25,17,56,    ,60,7.7,,,,,,7.7,,PHILIPPINES,,PHILIPPINES,9.5,127.8
2976,,1913,5,30,11,46,    ,60,7.5,,,,,,7.5,,PAPUA NEW GUINEA,,PAPUA NEW GUINEA:  SOLOMON ISLANDS,-5,154
2979,,1913,6,14,9,33,12,,6.8,,6.8,,,,,11,BULGARIA,,BULGARIA:  TIRNOVO,43.5,25.5
2982,,1913,6,26,4,57,1,33,7.6,,7.6,,,,,,TONGA,,TONGA ISLANDS,-20,-174
6260,Tsu,1913,7,28,6,40,,30,7,,7,,,,,9,PERU,,PERU:  AREQUIPA,-16.6,-73.3
2985,,1913,8,1,17,10,    ,60,7.7,,,,,,7.7,,RUSSIA,,RUSSIA:  KURIL ISLANDS,47.5,155.5
2987,Tsu,1913,8,6,22,14,24,33,7.9,,7.9,,,,,10,PERU,,"PERU:  CARAVELI, CHUQUIBAMBA, OCONA, ATICO",-17,-74
2984,,1913,8,,,,,,6,,6,,,,,8,CHINA,,CHINA:  SICHUAN PROVINCE,28.4,102.3
6261,Tsu,1913,10,11,4,6,3,33,7,,7,,,,,,PAPUA NEW GUINEA,,PAPUA NEW GUINEA,-7,148
2989,,1913,10,14,8,8,48,230,8.1,,8.1,,,,,,VANUATU,,VANUATU ISLANDS,-19.5,169
2990,,1913,11,4,21,33,,10,6.3,,6.3,,,,,10,PERU,,"PERU:  AMYARAES, ABANCAY, CASAYA, SORAYA",-14.2,-72.9
2992,,1913,11,10,21,12,    ,80,7.5,,,,,,7.5,,VANUATU,,VANUATU ISLANDS,-18,169
2993,,1913,12,21,15,37,38,10,7,,7,,,,,9,CHINA,,CHINA:  YUNNAN PROVINCE,24.15,102.45
2994,Tsu,1914,1,12,,,,,7.1,,7.1,,,,,,JAPAN,,JAPAN:  SAKURIJIMA,31.58,130.67
2997,,1914,1,30,3,35,50,33,7.6,,7.6,,,,,,CHILE,,CHILE:  OFF CENTRAL COAST,-35,-73
6578,Tsu,1914,2,26,4,58,12,130,7.2,,7.2,,,,,,PERU,,PERU:  AREQUIPA,-17,-72
2999,,1914,3,15,20,0,6,33,7.2,,7.2,,,,,,JAPAN,,JAPAN:  SENHOKU,39.2,139.8
3001,,1914,3,30,0,41,    ,150,7.5,,,,,,7.5,,MEXICO,,MEXICO:  CHIAPAS,16.8,-92.2
3005,Tsu,1914,5,26,14,22,47.7,15,8.1,8.1,8,7.3,,,,9,INDONESIA,,INDONESIA:  NEW GUINEA:  IRIAN JAYA:  JAPEN,-1.829,136.943
3007,,1914,5,28,11,27,    ,,5.6,,,,,,5.6,7,TURKEY,,TURKEY:  GEMEREK,39.2,36
3008,,1914,5,31,,,    ,10,5.8,,,,,,5.8,10,ECUADOR,,ECUADOR:  MONTE PULLERINA,-0.2,-78.2
3010,Tsu,1914,6,25,19,7,25.9,35,7.6,7.6,7.6,7.6,,,,,INDONESIA,,INDONESIA:  SUMATERA,-3.924,101.82
3012,,1914,8,4,22,41,6,,7.5,,7.5,,,,,8,CHINA,,CHINA:  XINJIANG WEIWUER ZIZHIQU PROVINCE(SINKIANG),43.5,91.5
3016,,1914,10,3,22,6,34,,7,,7,,,,,9,TURKEY,,"TURKEY:  BURDUR, KILINC, KECIBORLU, ISPARTA",37.82,30.27
7869,,1914,10,17,6,22,30,,6,,6,,,,,10,GREECE,,GREECE:  THEBES,38.25,23.25
3019,,1914,10,23,6,18,34,60,7.6,7.6,7.6,,,,,,PALAU,,"MICRONESIA, FED. STATES OF:  CAROLINE ISLANDS",6,132.5
3020,,1914,11,24,11,53,30,110,8.1,,8.1,7.9,,,,,JAPAN,,JAPAN:  VOLCANO ISLANDS,22,143
3021,Tsu,1914,11,27,14,39,46,30,6.3,,6.3,,,,,9,GREECE,,GREECE:  LEUKAS ISLAND,38.8,20.6
3025,,1915,1,13,6,52,38,10,7.5,,7.5,,,,,11,ITALY,,"ITALY:  MARSICA, AVEZZANO, ABRUZZI",42,13.5
3028,,1915,2,28,18,59,    ,60,7.7,,,,,,7.7,,JAPAN,,JAPAN:  SW RYUKYU ISLANDS,23.6,123.5
3029,,1915,5,1,5,0,    ,25,8.1,,8.1,,,,,,RUSSIA,,RUSSIA:  KURIL ISLANDS,47,155
3032,,1915,6,6,21,29,    ,160,7.6,,,,,,7.6,,PERU,,PERU:  S,-18.5,-68.5
3033,,1915,6,23,4,56,    ,,6.2,,,,,,6.2,,USA,CA,CALIFORNIA:  EL CENTRO,32.8,-115.5
3034,,1915,7,31,1,31,23,20,7.3,,7.3,,,,,10,RUSSIA,,RUSSIA:  OFF KAMCHATKA,53.5,163.3
6579,Tsu,1915,8,7,15,4,3,14,6.7,,6.7,,,,,9,GREECE,,"GREECE:  KEFALLONIA ISLAND, ITHACA ISLAND",38.5,20.7
3037,Tsu,1915,9,7,1,20,48,80,7.9,,,,,,7.9,,GUATEMALA,,GUATEMALA,14,-89
3038,,1915,10,3,6,52,48,,7.6,,7.6,7.3,,,7.7,10,USA,NV,NEVADA:  PLEASANT VALLEY,40.5,-117.5
3041,Tsu,1915,11,1,7,23,43,60,7.8,,7.8,,,,,,JAPAN,,JAPAN:  NEAR E COAST HONSHU,38.3,142.9
6542,Tsu,1915,11,6,,,,,6,,6,,,,,,INDONESIA,,INDONESIA:  NW. IRIAN JAYA,-1,136
6314,Tsu,1915,11,18,20,19,18,,6.4,,6.4,,,,,8,PHILIPPINES,,PHILIPPINES:  W. LUZON ISLAND,18,119.5
7995,,1915,12,3,2,39,19,,7,,7,,,,,9,CHINA,,CHINA:  TIBET (XIZANG PROVINCE),29.5,91.5
3023,,1915,12,29,,,,,6.6,,6.6,,,,,,EL SALVADOR,,"EL SALVADOR:  AHUACHAPAN,ATACO,APANECA",14.56,-88.76
3043,Tsu,1916,1,1,13,20,49.3,35,7.9,7.9,7.8,7.4,,,,,PAPUA NEW GUINEA,,PAPUA NEW GUINEA:  SOLOMON ISLANDS,-4.739,152.548
3046,,1916,1,13,6,18,16,30,8.1,,8.1,,,,,,INDONESIA,,INDONESIA:  NEW GUINEA:  IRIAN JAYA,-3,136
3047,,1916,1,13,8,20,48,16,8.1,,8.1,,,,,,INDONESIA,,INDONESIA:  NEW GUINEA:  IRIAN JAYA,-3,135.5
3049,,1916,1,24,6,55,7,33,7.8,,7.8,,,,7.8,,TURKEY,,TURKEY,41,37
3050,,1916,2,1,7,36,22,33,8,,8,,,,,,JAPAN,,JAPAN:  DUDA,29.5,131.5
3051,,1916,2,6,21,51,    ,60,7.7,,,,,,7.7,,USA,AK,ALASKA:  ALEUTIAN ISLANDS,48.5,178.5
3052,,1916,2,27,20,20,36,60,7.5,,7.5,,,,,,NICARAGUA,,NICARAGUA:  OFF COAST,11,-86
3053,,1916,4,18,4,1,    ,170,7.5,,,,,,7.5,,USA,AK,ALASKA:  ALEUTIAN ISLANDS:  FOX ISLANDS,53.3,-170
3054,,1916,4,21,11,31,    ,60,7.8,,,,,,7.8,,JAPAN,,JAPAN:  OFF EAST COAST HONSHU,33,141
3055,,1916,4,24,4,26,42,80,7.2,,7.2,,,,,9,DOMINICAN REPUBLIC,,DOMINICAN REPUBLIC:  SANTO DOMINIGO,18.5,-68
3056,Tsu,1916,4,26,2,21,52,25,7,,7,,,,,9,PANAMA,,"PANAMA:  ALMIRANTE, BOCAS DEL TORO",9.6,-82
3057,,1916,6,21,21,32,    ,600,7.5,,,,,,7.5,,ARGENTINA,,ARGENTINA,-28.5,-63
9990,Tsu,1916,7,3,23,21,41,,5.1,,5.1,,,,,7,ITALY,,ITALY:  STROMBOLI ISLAND,38.817,15.233
3058,,1916,8,3,1,30,    ,60,7.5,,,,,,7.5,,PAPUA NEW GUINEA,,PAPUA NEW GUINEA:  N COAST,-4,144.5
3059,,1916,8,25,9,44,42,180,7.5,,7.5,7,,,,,BOLIVIA,,BOLIVIA-NORTHERN CHILE,-21,-68
3060,,1916,8,28,6,39,29,33,7.7,,7.7,,,,,,NEPAL,,NEPAL; TIBET (XIZANG PROVINCE),30,81
3062,,1916,8,28,7,27,5,,6.5,,6.5,,,,,8,TAIWAN,,TAIWAN,23.7,120.9
3064,,1916,9,11,6,36,30,100,7.3,,7.3,,,,,,INDONESIA,,INDONESIA,-9,113
3066,,1916,10,31,15,30,    ,60,7.7,,,,,,7.7,,RUSSIA,,RUSSIA:  KURIL ISLANDS,46.5,160
7996,,1916,11,14,22,31,33,,6,,6,,,,,,TAIWAN,,TAIWAN,24,121
3069,,1917,1,4,16,50,6,,6.3,,6.3,,,,,,TAIWAN,,TAIWAN:  PULI,23.9,120.9
3072,Tsu,1917,1,20,23,11,34,,6.6,,6.6,,,,,9,INDONESIA,,INDONESIA:  BALI,-7,116
3073,,1917,1,24,0,48,12,,6.3,,6.3,,,,,8,CHINA,,CHINA:  ANHUI PROVINCE:,31.3,116.2
6267,Tsu,1917,1,25,,,,,6.5,,6.5,,,,,,CHINA,,CHINA:  FUJIAN PROVINCE: OFF COAST,24.47,118.08
3074,,1917,1,29,8,22,    ,13,5.6,,,,,,5.6,8,SLOVENIA,,BALKANS NW:  SLOVENIA:  BREZICE,45.9,15.6
3076,Tsu,1917,1,30,2,45,36,40,7.8,,7.8,,,,,,RUSSIA,,RUSSIA:  KAMCHATKA,56.5,163
3078,Tsu,1917,1,31,3,39,55,,6.4,,6.4,,,,,9,PHILIPPINES,,"PHILIPPINES:  S MINDANAO:  GLAN,GLAN PADIDU,TUYAN",6,125
3080,,1917,4,26,9,36,    ,33,5.5,,,,,,5.5,10,ITALY,,ITALY:  CITERNA,43.5,12.1
3081,Tsu,1917,5,1,18,26,,,8,,8,,,,,,KERMADEC ISLANDS (NEW ZEALAND),,KERMADEC ISLANDS,-29.2,-177
6268,Tsu,1917,5,6,12,19,,33,5.8,,5.8,,,,,,TAIWAN,,TAIWAN,23.2,121.6
3083,,1917,5,31,8,47,,,7.9,,7.9,,,,,5,USA,AK,ALASKA:  ALASKA PENINSULA,54.79,-169.12
6877,,1917,6,8,0,51,51,,6.7,,6.7,,,,,,EL SALVADOR,,EL SALVADOR:  SAN SALVADOR,13.82,-89.31
3087,Tsu,1917,6,26,5,49,42,25,8.3,,8.3,,,,,,SAMOA,,SAMOA ISLANDS,-15.5,-173
3088,,1917,7,4,0,38,20,60,7.7,,7.7,,,,,,TAIWAN,,TAIWAN:  NE OF TAIWAN,25,123
3089,Tsu,1917,7,29,21,52,6,,7.7,,7.7,,,,,,PAPUA NEW GUINEA,,PAPUA NEW GUINEA,-3,143.5
3090,,1917,7,30,23,54,5,33,6.8,,6.8,,,,,9,CHINA,,CHINA:  YUNNAN PROVINCE,28,104
3091,,1917,7,31,3,23,10,460,7.5,,7.5,,,,,,CHINA,,CHINA:  JILIN PROVINCE,42.5,131
3094,,1917,8,30,4,7,15,100,7.8,,7.8,,,,,,INDONESIA,,INDONESIA:  BANDA SEA,-7.5,128
3095,,1917,8,31,11,36,18,40,7.3,,7.3,,,,,8,COLOMBIA,,"COLOMBIA:  BOGOTA, UBAQUE, SOACHA, CAQUEZA",4,-74
3099,Tsu,1917,11,16,3,19,28,60,7.5,,,,,,7.5,,KERMADEC ISLANDS (NEW ZEALAND),,KERMADEC ISLANDS:  S OF,-29,-177.5
3101,,1917,12,26,4,30,,,6,,6,,,,,,GUATEMALA,,GUATEMALA:  GUATEMALA CITY,14.6,-90.6
3102,,1917,12,29,22,50,20,33,7.7,,7.7,,,,,,MEXICO,,MEXICO:  NEAR OAXACA COAST,15,-97
3106,,1918,1,30,21,18,33,350,7.7,,,,,,7.7,,RUSSIA,,RUSSIA:  E COAST OF,45.4,136.5
3109,,1918,2,7,5,20,30,120,7.5,,7.5,,,,,7,PHILIPPINES,,PHILIPPINES:  MINDANAO,6.5,126.5
3110,Tsu,1918,2,13,6,7,13,23,7.3,,7.3,,,,,10,CHINA,,CHINA:  GUANGDONG PROVINCE,23.5,117.2
3111,,1918,4,21,22,32,    ,,6.8,,,,,,6.8,,USA,CA,CALIFORNIA,33.7,-117
3112,Tsu,1918,5,20,17,55,10,80,7.9,,7.9,,,,,,CHILE,,CHILE:  NORTHERN,-28.5,-71.5
3114,,1918,7,3,6,52,    ,60,7.5,,,,,,7.5,,PAPUA NEW GUINEA,,PAPUA NEW GUINEA:  N COAST,-3.5,142.5
3115,,1918,7,8,10,22,7,60,7.6,,7.6,,,,,,BANGLADESH,,BANGLADESH:  SRIMANGAL,24.5,91
8101,Tsu,1918,8,14,,,,,5.5,,5.5,,,,,7,CHINA,,CHINA:  YUNNAN PROVINCE,26.9,103
3116,Tsu,1918,8,15,12,18,12,33,8.3,,8.3,,,,,10,PHILIPPINES,,PHILIPPINES:  MINDANAO:  COTABATO,5.5,123
3118,Tsu,1918,9,7,17,16,,33,8.3,,8.3,,,,,,RUSSIA,,RUSSIA:  KURIL ISLANDS,45.5,151.5
3124,Tsu,1918,10,11,14,14,,60,7.3,7.3,,,,,7.5,9,USA TERRITORY,PR,PUERTO RICO:  MONA PASSAGE,18.5,-67.5
3125,Tsu,1918,11,8,4,38,,25,7.8,,7.8,,,,,,RUSSIA,,RUSSIA:  KURIL ISLANDS,44.5,151.5
3128,,1918,11,18,18,41,55,190,8.1,,8.1,,,,,,INDONESIA,,INDONESIA:  BANDA SEA,-7,129
3129,Tsu,1918,12,4,11,47,48,,7.8,,7.8,,,,,,CHILE,,CHILE:  COPIAPO,-26,-71
6580,Tsu,1919,1,1,1,33,42,33,7.4,,7.4,,,,,7,PHILIPPINES,,PHILIPPINES:  MINDANAO ISLAND,8,126
3133,Tsu,1919,1,1,2,59,57,180,8.3,,8.3,,,,,,FIJI,,FIJI ISLANDS,-19.5,-176.5
6884,,1919,4,28,6,45,45,,5.9,,5.9,,,,,,EL SALVADOR,,EL SALVADOR:  SAN SALVADOR,13.69,-89.19
3136,Tsu,1919,4,30,7,17,17.3,25,8.1,8.1,8.2,7.7,,,,,TONGA,,TONGA ISLANDS,-18.352,-172.515
3137,,1919,5,3,0,52,    ,60,7.6,,,,,,7.6,,JAPAN,,JAPAN:  OFF EAST COAST HONSHU,40.5,145.5
3140,Tsu,1919,5,6,19,41,14.3,35,7.8,7.8,7.9,7.6,,,,,PAPUA NEW GUINEA,,PAPUA NEW GUINEA:  SOLOMON ISLANDS,-4.852,153.714
3143,,1919,6,29,15,6,12,33,6.2,,6.2,,,,,10,ITALY,,ITALY:  N,44,11.5
9939,Tsu,1919,6,29,23,14,22,,6.7,,6.7,,,,,,EL SALVADOR,,EL SALVADOR:  GULF OF FONSECA,13.5,-87.5
3144,,1919,10,3,9,37,20,,6.9,,6.9,,,,,8,FIJI,,"FIJI ISLANDS:  RABI,TUNULOA MISSION,SUVASAVU",-16.5,180
7786,Tsu,1919,10,22,6,6,,10,5.6,,5.6,,,,,8,ITALY,,ITALY:  TYRRHENIAN SEA,41.4,12.6
3148,,1920,1,3,21,48,3,,7.8,,7.8,,,,,10,MEXICO,,"MEXICO:  VERACRUZ: COZAUTLAN, PUEBLA: PATLANALA",19.26,-96.97
3150,Tsu,1920,2,2,11,22,18,60,7.7,,7.7,,,,,,PAPUA NEW GUINEA,,PAPUA NEW GUINEA:  NEW BRITAIN,-6.5,150
3151,,1920,2,20,11,44,25,11,6.2,,6.2,,,,,,GEORGIA,,"GEORGIA:  CAUCASUS:  GORI, TIFLIS",42,44.1
3154,,1920,6,5,4,21,28,,8,,8,,,,,,TAIWAN,,TAIWAN,23.5,122.7
6273,Tsu,1920,8,20,16,15,38,15,7,,7,,,,,,CHILE,,CHILE:  OFF COAST CENTRAL,-38,-73.5
3159,,1920,9,7,5,55,40,10,5.8,,5.8,,,,,10,ITALY,,"ITALY:  CARRARA,GARFAGNANA",44.3,10.3
3162,Tsu,1920,9,20,14,39,,35,7.8,7.8,7.9,,,,,,NEW CALEDONIA,,NEW CALEDONIA:  LOYALTY ISLANDS,-19.919,168.53
3163,,1920,11,26,7,51,,25,6,,,,,,6,11,ALBANIA,,"ALBANIA:  TEPELENE, DRAGOTI, PESHTANI, MARICAJ",40.2,20
3165,Tsu,1920,12,16,12,5,54.7,25,8.3,8.3,8.6,,,,,12,CHINA,,"CHINA:  GANSU PROVINCE, SHANXI PROVINCE",36.601,105.317
3167,,1920,12,17,18,59,49,10,6,,6,,,,,8,ARGENTINA,,ARGENTINA:  MENDOZA,-32.7,-68.4
3168,Tsu,1920,12,18,2,1,57,,5.6,,5.6,,,,,9,ALBANIA,,"ALBANIA:  ELBASAN, PEQIN",40.5,19.5
3170,,1921,2,4,8,22,44,120,7.5,,,,,,7.5,,GUATEMALA,,GUATEMALA,15,-91
3172,,1921,4,30,11,4,    ,,7.7,,,,,,7.7,,MEXICO,,MEXICO:  NEAR COAST OF JALISCO,19.7,-104.3
3173,Tsu,1921,5,14,11,17,45,,6.2,,6.2,,,,,8,INDONESIA,,"INDONESIA:  SANGKULIRANG,RENDING,KARIORANG,SEKURAN",0.7,117.9
3174,,1921,8,14,13,15,28,,5.9,,5.9,,,,,8,ETHIOPIA,,ETHIOPIA:  MESEWA (MASSAUA),15.6,39.6
3175,Tsu,1921,9,11,4,1,38,,7.5,,7.5,,,,,,INDONESIA,,INDONESIA:  S OF JAVA,-11,111
3180,Tsu,1921,11,11,18,36,8,60,7.5,,7.5,,,,,7,PHILIPPINES,,PHILIPPINES:  MINDANAO:  E,8,127
3181,,1921,11,15,20,36,    ,215,7.8,,,,,,7.8,,AFGHANISTAN,,AFGHANISTAN:  HINDU KUSH,36.5,70.5
3184,,1921,12,18,15,29,    ,650,7.6,,,,,,7.6,,PERU,,PERU,-2.5,-71
6582,Tsu,1922,1,6,14,11,2,33,7.2,,7.2,,,,,,PERU,,PERU,-16.5,-73
3186,,1922,1,16,22,50,24,600,7.6,,7.6,,,,,,COLOMBIA,,"COLOMBIA:  CAQUETA, PUTUMAYO",2.5,-71
3187,,1922,1,17,3,50,33,650,7.6,,7.6,,,,,,PERU,,PERU,-2.5,-71
7461,Tsu,1922,1,19,21,58,50,,7.5,,7.5,,,,,,PAPUA NEW GUINEA,,PAPUA NEW GUINEA:  BISMARCK SEA,-7,143
3189,,1922,1,31,13,17,    ,,7.6,,,,,,7.6,,USA,CA,CALIFORNIA:  NORTHERN,41,-125.5
3190,,1922,2,16,3,14,48,,6.4,,6.4,,,,,,NICARAGUA,,NICARAGUA,11.7,-70.85
3191,Tsu,1922,2,27,20,39,50,,6.3,,6.3,,,,,5,PHILIPPINES,,"PHILIPPINES:  CEBU ISLAND, MACTAN ISLAND",10.2,124.1
3192,Tsu,1922,3,1,9,10,23,,6,,6,,,,,8,PHILIPPINES,,"PHILIPPINES:  SIATON,ZAMBOANGUITA",9,123.25
3194,,1922,3,24,12,22,    ,12,6,,,,,,6,10,SERBIA AND MONTENEGRO,,BALKANS NW:  SERBIA,44.4,20.4
3196,,1922,8,25,11,47,49,,5.1,,5.1,,,,,10,ALGERIA,,"ALGERIA: BORDJ ABOU EL HASEN, DAHRA",36.3,1.3
3198,Tsu,1922,9,1,19,16,6,,7.6,,7.6,,,,,,TAIWAN,,TAIWAN,24.5,122
3200,,1922,10,11,14,49,50,,7.4,,7.4,,,,,7,PERU,,PERU:  CARAVELI,-16,-72.5
3201,,1922,10,24,21,21,    ,90,7.5,,,,,,7.5,,RUSSIA,,RUSSIA:  KURIL ISLANDS,47,151.8
3202,Tsu,1922,11,11,4,32,36,35,8.7,8.7,8.3,,,,,11,CHILE,,CHILE:  ATACAMA,-28.553,-70.755
3205,,1922,12,6,13,55,    ,230,7.5,,,,,,7.5,,AFGHANISTAN,,AFGHANISTAN:  HINDU KUSH,36.5,70.5
6279,Tsu,1922,12,25,3,33,10,,6.3,,6.3,,,,,7,NEW ZEALAND,,SE. NEW ZEALAND,-43,173
6280,Tsu,1923,1,22,9,4,18,,7.2,,7.2,,6.5,,,8,USA,CA,CALIFORNIA:  NORTHERN,40.8,-124.5
3212,Tsu,1923,2,3,16,1,41,19,8.3,8.3,8.3,,,,,11,RUSSIA,,RUSSIA:  KAMCHATKA,54,161
3213,,1923,2,4,,,    ,10,5.5,,,,,,5.5,8,IRAN,,IRAN:  BODZHNURD,37.6,57.3
3214,,1923,2,24,0,25,    ,,6.8,,6.8,,,,,9,ECUADOR,,ECUADOR,-0.4,-78.3
3215,,1923,2,24,7,34,    ,20,7.7,,,,,,7.7,,RUSSIA,,RUSSIA:  KAMCHATKA PENINSULA,55,162.4
6281,Tsu,1923,3,2,16,48,52,22,7.2,,7.2,,,,,7,PHILIPPINES,,PHILIPPINES:  MINDANAO IsLAND,6.5,124
3218,,1923,3,24,12,40,6,13,7.3,,7.3,,,,,10,CHINA,,CHINA:  SICHUAN PROVINCE,31.5,101
3219,Tsu,1923,4,13,15,31,2,20,7.2,,7.2,,,,,10,RUSSIA,,RUSSIA:  NEAR KAMCHATKA,56.5,162.5
6283,Tsu,1923,5,4,22,26,45,60,7,,7,6.7,,,,,CHILE,,CHILE:  VALLENAR,-28.75,-71.75
3223,,1923,5,25,22,21,,,5.7,,5.7,,,,,10,IRAN,,IRAN:  TURBAT-HAKLARI,35.2,59.2
6285,Tsu,1923,7,18,2,24,19,,5.5,,5.5,,,,,5,PHILIPPINES,,"PHILIPPINES:  BUTUAN, CAMIGUIN ISLAND",9.3,125
3227,Tsu,1923,9,1,2,58,37,35,7.9,7.9,7.9,,,,,,JAPAN,,"JAPAN:  TOKYO, YOKOHAMA",35.1,139.5
3229,Tsu,1923,9,2,2,46,40,20,7.7,,7.7,,,,,,JAPAN,,JAPAN:  NEAR S COAST HONSHU,34.9,140.2
3232,,1923,9,17,7,9,7,,6.4,,6.4,,,,,9,IRAN,,IRAN:  QALEH JAQ KMEN:  BODZHNURD,37.2,57.7
3233,,1923,9,22,20,47,43,,6.9,,6.9,,,,,,IRAN,,IRAN:  SIRJAN,29.2,56.9
3235,,1923,10,7,3,29,34,,7.5,,7.5,,,,,,INDONESIA,,INDONESIA:  DJAILOLO GILOLO,-1.75,128.75
6286,Tsu,1923,11,2,21,8,6,50,7.2,,7.2,,,,,,PAPUA NEW GUINEA,,PAPUA NEW GUINEA:   BISMARCK ARCHIPELAGO,-4.5,151.5
6287,Tsu,1923,11,4,0,4,30,,7.2,,7.2,,,,,,PAPUA NEW GUINEA,,PAPUA NEW GUINEA:   BISMARCK ARCHIPELAGO,-5,152
